"","PC_1","PC_2","PC_3","PC_4","PC_5","PC_6","PC_7","PC_8","PC_9","PC_10","PC_11","PC_12","PC_13","PC_14","PC_15","PC_16","PC_17","PC_18","PC_19","PC_20","PC_21","PC_22","PC_23","PC_24","PC_25","PC_26","PC_27","PC_28","PC_29","PC_30"
"cell85_1",3.84954191365013,1.61019597976767,9.24469342204539,7.33530002892237,0.926626588086528,-1.37865034461574,3.93428963361442,3.71437194998515,-9.70668934981387,1.12164819595017,-3.99932481187417,-2.08451351025599,4.04272551095534,-0.0199916404859919,-7.42229499119886,-4.48878421762922,-2.96852487706476,0.174709942251395,-2.8729655277884,3.05666012469434,-3.24822335730962,1.55162334811841,-4.27759142679792,-1.82597211286794,-0.645749587819648,4.02089325150544,-3.03680320565486,-2.88472476784245,0.711339149162512,-5.88077184654394
"cell86_1",15.1333141160842,1.4823925636288,12.4667337346764,2.84955915402637,1.99218275788136,1.63000154615004,7.17075589162829,-0.0343968392241583,-3.62825883586344,2.00323371799842,-3.92667802872985,0.882645736883066,-3.10443172579106,-3.2967785772187,2.07727037611235,-3.20947560721113,-1.21492244403061,3.24693061573962,0.0529707304044203,-6.30152447423647,-5.51707758783929,-0.84718107637063,-1.65330446814944,0.47754374058632,4.49371606017549,-0.511544130407439,2.92964809489526,-5.87085283502603,6.70605191595269,-5.17238500036934
"cell87_1",25.5033517699024,0.0344140600093665,13.1418684118599,-1.1387276366625,-4.40218723017471,-2.04638371648139,-1.27327711442822,-1.53097842570277,3.64023506811006,4.60914626625543,4.2316042074071,3.82395497039748,-0.362295618663963,-2.46500277616693,-0.893032394722941,-0.445445464824079,0.505847688792367,0.699405947529018,-0.175396497134889,3.10034404553851,-3.40936824699601,-1.09892753001571,-0.822699863321579,-0.746329140642184,1.17136021797067,-0.500281288521402,0.273003026455504,1.61491665835133,-1.82538268127693,1.50584289331878
"cell88_1",21.6914181553194,7.11884216106206,13.8438825800517,2.31831864396255,2.930450179833,0.435130247535784,2.62223954996035,3.78511038947715,-5.22476927596469,4.29411641952537,-6.2091029672664,-4.53792909490586,6.28517214659608,-5.67361105480059,-2.20672344533649,1.90908461053276,-0.343301405682079,2.46313017810162,-0.644607518632577,3.72713826758224,1.4490342210511,2.26341001291507,-0.343462719816836,3.44444179403807,0.0640954397906976,1.65658317828132,-1.60598964219354,-0.0368255583583002,2.06917290339425,0.130806679001933
"cell89_1",19.2284938223208,6.23926880998156,12.69353843712,2.21350387568145,0.336543611185701,5.09593636209326,2.14365400872013,0.174343440363764,-1.97234277324663,-0.375695198853874,-8.07979876045069,0.45270064146821,-4.75608052991928,-0.890918063080947,-0.881344806802497,-0.296099115454882,-4.03969068983164,6.28623696685369,-2.77370404222597,-4.1600198129706,-1.88987188985054,-3.61336524079391,-1.60695104373503,-3.69556655282215,3.08287084169499,-0.270688852901201,1.87192147432736,-3.39843736384311,1.87822113575293,-0.43627740101003
"cell90_1",3.43787209446964,11.9605802225628,-15.0863913712277,9.440012515221,5.65248114109225,1.32420456073438,1.26387769736954,-1.2616132219108,2.84228783424691,9.7905976958006,0.78991169380808,-2.46184080075111,0.801415739227279,0.748856176441851,-0.683274648364888,-1.31225899023704,-0.509144748217044,1.49988718415861,-1.86880767002616,6.46266483799495,-0.0113914601809049,-1.20840057974138,1.0231645501823,-2.4444314359263,2.17750477942564,-2.05250529199594,-3.61995450445912,-1.0069458936258,-1.72187462117043,0.550149734809227
"cell91_1",-5.15669955981045,1.99798966220675,-7.48989183892307,8.56787214309795,-0.0838434806511275,4.35412739540128,7.87758013902836,4.25626804142149,-2.80267602438551,-2.20616447431925,9.67046871766603,3.34234395289327,0.440156798103354,-2.87647352878333,-2.51335464159433,-1.07454956417039,-1.39082318627382,1.72043939117007,-0.435487406613405,4.59939034568697,1.06088238971438,1.15161778500676,0.3147924017781,-0.4310983682466,0.775756375320839,1.31905238756475,-1.44516083588061,0.477897078668792,-0.470248458909277,-0.380323292702741
"cell92_1",5.65261738127219,16.2713599363809,-14.6619280904803,9.94730077773459,6.46863778234145,-3.12034303270209,6.03440819626664,3.12519007191976,-0.220461792297486,-2.06805510463658,-4.24569881977196,-2.15081309256834,-4.71215394165971,-1.86521739556813,0.214555152086908,-2.24076134862319,-2.82160837227782,4.89751070279224,-0.347829089622017,-1.57349072829676,0.105240714368391,1.09391023795759,3.06535968275632,2.26471592064804,-0.378003570831024,2.51159878328925,-1.33173540003449,-1.25395746035623,-7.52018853609552,0.233751175087027
"cell93_1",9.6957720294382,-34.5611713681805,-6.87153569649333,5.03043941122809,-5.77746803039055,-7.92494451422073,-8.0875006087121,-0.290380283007824,-1.89388741131525,-2.36989364527637,-1.41995332322362,-3.75025381612544,-0.990076099779485,-2.6573599225931,-0.235758064456344,-1.02066825510221,0.957811987008679,-0.221818358584242,0.929018905853159,-0.242234461749931,-0.213925916339092,-0.852432471212141,2.03498215449951,-2.01415549451123,-1.66638710906702,-0.0690330057483836,0.785353668058991,-0.869227288121924,-1.11664352318317,-0.434850193423913
"cell94_1",7.7021299169665,13.2699085704442,-8.43290748813608,6.46159868630849,1.14721320919417,-0.758389802227438,1.27541011674391,1.73195739036222,-2.04487916824715,4.37014675270609,-0.0756027390900695,-0.545784953587246,-4.49121247434525,-3.01745344622355,0.813025333569644,-2.67025756186705,2.54423405432072,3.17529596122472,3.28498843263638,3.03801091979568,1.19707485195018,2.16373119591332,-1.55654342421864,7.53111598604406,1.80607642646004,-4.29835380664175,-2.75582340474286,1.71695970868581,-1.29655847987513,-6.19555084193989
"cell95_1",5.349827699682,-4.47174212882546,-14.4327160138014,9.34935592322342,3.7704119115116,5.50495164686743,4.86298808477609,-0.885901256065526,3.70702857088184,1.58372760989581,-2.76786027458571,1.66231845361437,2.09084950238195,5.70780620473295,0.847115800113302,0.0198655647646023,1.44231194604913,0.414128648273879,-2.27250976875286,1.07776377744422,-1.11818050438317,-1.45171367602752,-0.0318314324203721,0.0885289740024515,-0.980527900769562,-1.46218457563498,-0.952262751109201,-0.210284344456872,-0.77056924782626,0.171028772377736
"cell96_1",13.3527207333115,20.83433172883,-15.0731486859873,11.3676986309235,9.32237768046716,-1.50844325426248,4.10751004717809,0.905598620552065,-3.22539230599784,-0.528054327208594,-4.96909777897707,-1.13271256701269,-3.43843345741143,-2.95564304742135,3.74832198476079,-2.09757302256551,0.315903915063412,2.32126894559117,1.76256918605543,-2.21334440295326,0.060863805514297,0.683242808224742,1.71315668150333,0.690308767908233,1.08201374213668,0.495437378778136,-0.243959926806509,2.32213607685226,-2.983292500773,2.52262253244195
"cell97_1",18.424677931233,7.29837459644717,13.1647509535335,1.73161587677078,1.91459010195273,1.55183625783209,2.91329715782928,3.37890071140167,-1.03134366573158,0.0879960191052874,-5.16935508767026,-1.60404129239241,-1.26781291480798,0.65444303161873,0.181677365422403,2.38747991925659,0.564364072609947,3.4876917643205,-2.47209841804354,-1.3181511645751,1.51709753311346,-2.62821452920565,0.930658387776641,0.916283136985922,4.32668001023243,-0.429367642980649,1.09770384428483,4.55317866701867,0.898270787618669,-0.847633623978259
"cell98_1",20.303424604646,6.6379377410362,13.7187064006786,1.39793804045976,3.54405855344547,1.44180275829067,1.04089540938021,6.576706897014,1.4400493064499,0.558417515044343,-4.57161530984865,-4.17849345035763,-2.25203035545811,-5.12256001737378,1.40182278298914,0.64292799172724,-2.87404649911686,2.88878160384875,1.33205065267758,-0.790807653199909,1.22819591720694,1.96880488911504,0.531500409018371,-2.1391812163129,0.698608265626045,4.25305347004798,-0.180793461480753,2.78183991335388,-1.80139763005887,-4.69221137999683
"cell99_1",5.5231460644104,24.8846097614056,-11.2443567299831,10.4108701222181,5.41441805893894,4.83061858697107,8.91543319663451,1.60592002403014,-8.4771899493972,-2.62029079098491,1.6577822513692,-6.81249573638338,-5.7420597945408,-0.567983636961243,-1.13620112398833,-0.956578729967847,0.11689659238633,5.39697048654602,-2.14847872054961,-4.27664167860324,-1.34499672558787,0.133551767122965,0.92736001849217,5.66108358501615,4.05088325560411,-1.99217956616399,-1.28609287980561,11.0673863165896,1.88614773462125,-1.05222354175473
"cell100_1",-20.1298888747163,9.79423486805845,8.72058761447357,5.13266253069021,-0.584071003552601,-5.18438127862818,-3.03534913201776,-5.02288164759589,-7.20214865972107,4.63756438552996,4.06830098850556,-0.953018384708445,1.25710168745249,0.609916475872458,-3.31340868228822,2.16635417279084,-0.672201340827223,-1.66286920075838,0.779315304139295,-0.168261534830718,0.673479495038192,1.73084376158969,1.41457952539076,1.6826123815628,2.50334521404954,0.406315022453859,-0.0544026465492206,-1.23408476460937,-1.61620046259513,-0.167105672379298
"cell101_1",13.1201882887652,2.33002178148354,-5.33619920198264,7.94250425065322,3.3516691091367,-5.01284883563316,6.70485753952853,3.0429344476597,-3.6063660080576,-3.85680593790639,-7.91188539786321,-0.326607079948244,-0.702965438126212,1.59128484681907,2.01611451995836,3.04633008142335,-0.210383164830343,2.64168525187423,-0.186077653665415,0.630388585298654,1.28691576948503,-5.40150222973444,-0.275845838982668,2.11815452897247,-0.94904407258848,-1.27004161694594,1.75790000508913,2.3716464878611,0.00902950002614333,0.194388316688223
"cell102_1",-0.398916592851284,-37.9062715317238,-6.33625220373271,6.67772796652902,-7.07614252345684,-3.21834025303997,-6.9201306639469,1.51770682844432,-4.11686888637598,-0.812709511514004,-2.55683732377011,-1.61388803874485,-2.57123161155008,-1.96254815210065,0.18602926698758,0.0160832173279321,1.42804825372153,-0.210106759104404,-0.0556906355728344,-0.836996831195649,0.120823049305638,-1.65003062971394,2.20233976519433,0.910950175658532,-1.18241532367945,-1.02991179991321,-0.756282509589418,-0.75010318115105,-0.468979254182225,0.58248691694375
"cell103_1",2.66304673158021,-0.406446269536563,-7.65657800008734,6.21718751736142,-0.506867612082399,-1.25863198768895,8.26617191031423,3.64191305184576,1.29149767082912,-4.67042865294788,3.85547947908767,7.71419456149135,-1.7671525668117,1.50321516960741,-3.61805800486113,-2.6882793927481,-0.806696133546458,-1.92236213160229,-1.12274672337165,0.471150845069154,1.3593153360278,-0.156803554992906,0.231388857569761,-1.10073128182546,-0.517799436140592,-0.0365754540265213,-0.0107244155233243,-0.714668386603648,-0.394144287577045,-0.284380163157498
"cell104_1",12.3221101705912,-29.3183537641067,-6.69620426707905,5.21275755357054,-5.55047473258433,-5.66777855945681,-8.49012898484191,-0.433584143364675,0.402037013019369,-1.57224447494357,-0.704841699949013,-3.96548873314297,0.140493740026604,-2.83726243617033,-0.0790227542790456,-1.15839854493928,-1.13278934084314,0.416690762970541,1.04941226535764,-1.31659015904199,0.626374167023709,-0.391798640403769,1.02010754441019,-2.56184659402034,-1.75038717660494,1.58891819061154,0.698078824956964,0.0690550005691814,-1.05996012837218,-0.461353833835538
"cell105_1",-19.5114080502688,8.32721918969401,8.45869204013309,3.44114689152972,-0.706954926431538,-10.5775091424184,-7.14265545230285,-6.84521913087817,-0.913902007035438,3.16812703280561,-1.05250368267942,-0.159005348884192,4.69669963268567,-5.56066244835429,-7.18552591176729,3.72871046446006,2.27530870687789,-0.595724972250577,-1.11080304395744,-2.96665547843555,2.48527178721197,2.12241380907769,-1.11785156480051,1.5473698604422,0.833909151933334,-0.837608420235964,-0.654240990521032,-0.124229500282124,-1.74153717325548,0.215775656328615
"cell106_1",1.03870793051244,4.61684374194402,-10.8001758176417,10.2434009544345,2.914691532966,5.2708899984663,6.0780458533799,-3.29761609747418,-0.616910116949394,0.667654439248549,-6.9976230056239,4.51731578693302,-2.75558524290143,-1.09444008949898,-2.09030342780609,-3.52110382748623,2.93546172229112,3.96201463031106,1.34841558758961,-4.31474124581551,-3.22532799079361,-0.255074318368036,2.41343620502771,-1.85041519628777,1.58414594249353,2.12379469387461,5.60668179178705,-3.2900424290139,-2.98596513601722,-1.8144330323201
"cell107_1",-19.1132166065264,3.61593469170939,7.21036606786138,4.24472032034182,-1.19973954884264,-3.98606391244616,2.99078053476853,-7.10799779840758,-2.11108243547797,-1.16633008223165,0.741029095641293,2.07406019439861,1.16971480129613,-1.05166766329012,2.20946781509134,1.00247108254176,2.45902925584079,-0.380351680127296,0.234232853904013,1.77831825878611,-0.746694355641419,0.0641289771083164,0.197361744177106,-2.43119736220669,1.56538692176562,0.396743072065999,0.486835509388065,-0.913328166660902,-0.902786015875599,-0.241810982127911
"cell108_1",21.5587775297648,-9.49371458958675,3.92640765262387,2.22191403701777,0.272670021965008,-0.129583857250916,-4.63562699164049,-1.19955567109468,-0.752293887004551,-5.59982448695345,5.46985497013769,-8.12733728423094,-2.56966068506388,0.795564867586637,-0.746338469760567,0.178314534058536,1.34479963728622,-0.00857246702537904,0.443970556659044,2.42830145614922,1.00830544085692,-0.56383216398522,-2.74368556563957,0.0773812512186466,2.00738105011045,0.105007958857831,-0.551443826095533,-0.457562083247857,-0.507840264262485,-0.866666640714983
"cell109_1",21.6037760847409,-7.04550276387726,11.4429179508642,-0.114742887932622,-3.22564204132984,1.74048278198368,-0.901362305448523,-6.50397018876211,3.02348184157805,3.06128033546109,2.15122270498094,1.89934480483976,-0.247341996444328,-0.364173500794496,0.491589014816129,-2.49472259786408,0.508182925173725,1.02413901024772,0.918676311634377,2.31517594163467,-2.24736972970068,2.32104065182818,-0.302299280238326,-1.37465202753639,2.38280853022992,0.170426822889074,-1.68099891638689,-0.460051273391957,0.761495589843682,2.06952848057381
"cell110_1",-12.481129872804,-30.7419293494974,-0.238566174076295,6.65634503943753,-7.15904620445532,-3.27956809793066,-3.41151734286628,6.14738412525264,-4.81048729143301,5.39862283539877,-1.76209371985218,-2.22802599775849,-0.752487881754438,-2.85493094460924,0.0783100364160777,-1.50914439338316,-0.872088859163814,-1.98417294222223,-0.647066930574303,1.17817085794169,3.12409828942428,-1.0176500635874,2.69617010496121,-3.79188162892073,-1.17481363583361,-1.81244809463673,3.16258274284297,-0.413803510434915,-2.62911366043641,0.0686673397005135
"cell111_1",22.1282972123419,-3.18845057684215,8.77845789654966,0.267199353152882,-1.499527607313,2.13398301861738,-0.305804052520003,0.395911090610652,3.26217625431378,3.12087194182218,2.22506080126213,-0.713915236488769,1.48082425981851,1.32461902507789,0.741085766234988,1.89314612170851,-2.22276090457403,-0.668751595303471,-2.90193536103674,-0.0459826297109468,2.72624787788435,-0.00241668843445307,0.179717792255319,0.681772988397237,0.895722194239546,-1.32343906811687,-0.418895653474618,0.455115622462932,0.336061427623363,-0.40202760707426
"cell112_1",-19.5195151728361,20.602262434493,7.56578557705486,7.48353108051349,-0.775613447508313,-11.3605611061702,-5.69803398149919,-1.39383323204902,-1.91647287654352,-4.18947321386386,-1.33927787129292,-3.22295448452915,1.31431221807015,1.01539730890853,4.13735828506341,1.37262347211146,-5.57587219077799,-0.433383324075885,0.229898069515987,-0.585290986491902,-0.68063183879326,-2.25567972455829,0.476234151819303,2.4059032844886,-0.962963221276469,4.59758726368306,0.358214596652838,-0.433124972466776,0.835730326225686,1.96672695549785
"cell113_1",-10.4412649378008,-13.3198341274489,-9.13192405165479,10.8637177324424,-5.25427860958486,-0.0818824654198681,-1.39773571297821,7.10758523175042,-6.05728644161675,1.81668248292693,7.09584552685244,2.10666360573005,-2.13813926372472,-4.39670676855273,-1.47908024115922,2.18118700704183,-0.616106767402592,1.06105061377871,-0.0717838811270771,-0.968112571835162,-0.930871113937293,-0.821446102719469,1.69243968053912,1.39287099590309,0.832228016879059,-2.30004291793415,1.0466384846481,1.06346764251435,0.151691721960747,0.763061587137068
"cell114_1",8.02723891734957,1.04866714940022,1.74634912557304,8.19638340912837,5.45618718243178,-1.91138480368757,7.17305194706199,-2.17182210733883,-2.92138994968126,-1.80784074738904,-6.25043347717046,-1.4918872706389,-3.49350556804239,-0.239592802054543,-1.30001101458818,-3.48977448122198,-0.199717247122425,-3.13567433456293,-2.58245741771804,3.50624444397607,-1.327391956584,3.77828306306883,1.19685798569488,-1.09307225221248,-4.40442203562541,3.65641712873533,-2.24460864272586,-3.20338146756649,-4.5924155634215,-2.1591402404902
"cell115_1",2.26036528211422,-4.95530223457692,-14.7203320684077,10.3032167195725,4.3565601746465,3.31166727450207,5.3540773552982,5.46584851854135,2.06564330749858,-0.223618163357908,-1.85519017515931,-2.22615440813437,5.16320672269087,2.85378856635462,-2.14835874048652,1.67041342137598,0.39907116664027,0.411260309261126,-0.629542336046463,1.08945287326344,1.76030107202055,0.419720929903481,-1.28472829036543,2.60184158561802,-1.57701654438811,0.921615597536382,3.30496787543817,1.22427228232934,0.648946093182805,1.29833918177061
"cell116_1",-21.1540849162049,11.030827957351,5.76962576128343,4.28102236864829,0.980509490684353,-3.4219435200938,-3.52584270307879,-5.53992555277836,-2.02468194617696,-4.14783947307462,-4.3699511668104,-1.1148801014575,1.74575374407209,-3.41824513191641,1.91230393176274,0.817194105869213,-6.27880719052375,-1.42517667896171,2.50595998812008,1.86497850482504,-1.05106261507735,-0.274037767517524,0.306667862562003,-2.1447166082181,2.22020572775446,2.70221211165825,2.29555962511908,-0.756121463881043,0.433202212458776,0.517669161847134
"cell117_1",26.6120246221229,2.97199108769353,16.2547741393398,-0.751356856808757,-2.11530349075375,-2.17802609626866,-2.39713314041865,-2.5918752854566,-1.92366306908537,2.54448196096902,1.77852169913197,1.06422871690601,0.596063650251324,-0.293621951281074,0.555517750013412,-0.175852788398968,-1.59533891581178,-1.74177380698414,1.22002474422563,2.30821404955496,-3.21099867045062,2.95540112743692,-0.120339533868346,0.698509550879846,2.3015648519901,1.22291089312079,-0.507035746761426,-0.854845019748513,0.793962593666646,0.725371611943753
"cell118_1",12.723615334338,6.25338254045848,-20.2162208162977,9.28172469551576,3.69054980143794,0.999692381938513,-1.64613865723367,-5.1596767460516,4.59438759559787,6.17662486733009,1.56259006839281,1.16612464424837,-2.30573128709964,4.05851558916572,2.25698745368839,0.629022957597274,0.161719231390995,0.0204753142432033,-3.28402525549194,0.29788177947698,-1.26105446317885,-2.97772418657983,0.275262456869897,-1.05333763100789,-0.192042807836969,-0.832001125559981,-1.40386877190192,-0.930326519977287,-0.818891333105755,-0.104546553922111
"cell119_1",-14.0110490289844,-24.2792836251901,-4.46626776889723,8.55979376702951,-6.60312652676868,-3.79404165559716,-1.73227552062285,8.46560501473698,-4.83420217796046,3.32037630156736,2.62145524364261,-1.33220957119127,-3.460998622247,-2.86591377663805,0.763842448563702,0.264535025245792,-0.362379228764423,-0.165690716428979,0.216153236334493,1.16726195804407,0.934896056881183,-0.827109674118473,2.45287859355278,-0.341792003088827,-1.23529569305646,-3.19106766041776,1.24632975168543,0.219480548887612,-1.77828936715783,0.296180716321854
"cell120_1",-18.8176569414622,4.33854690282271,7.42908622214468,4.68112701992985,-2.01369535022805,-3.94386656192902,1.07041647185642,-1.56408242983271,4.13191417626246,1.12089132346785,1.04067740533511,-1.7792332587095,1.63063122732376,-0.111149359382804,-2.63162460543671,2.53767575584673,2.1846048547204,2.18569059893998,0.397191731485637,1.58412642904558,-0.26766430970559,0.619224446763869,-0.40851315687777,3.14300161424918,0.390236031017294,-0.0929237107542045,-0.406855189354595,0.319457202229678,1.17718855648218,-0.452641666201649
"cell121_1",-18.8245938185618,10.9661566733359,8.29201227447357,4.10104937466678,-1.93393666499943,-8.91875746987538,0.117379064942096,0.301959407158781,4.06614547821348,1.61918606955211,3.30614805692454,-1.20220894603662,-3.90829533063309,1.99437959002881,-2.96799127929203,-0.242876827969066,-0.867775257509539,-0.190049009202419,0.445168406667808,-1.77430313053082,-0.443060010840718,-1.05463314133368,-1.58710915889384,2.8421504163913,-0.665771666212442,-0.114851342780316,0.47891267682596,-1.93062188757214,-0.437092887660028,0.613691007467458
"cell122_1",21.8294169601424,3.76966288330222,14.0880821828327,-0.705899380186745,3.42283144713531,-4.36668332418864,-1.62036725551497,3.42944230013088,-2.04493482159122,-1.46634115408117,-4.24290261805769,-3.33204917519456,-0.931481765819523,-3.3164808111437,1.17966671791955,2.92597378651816,-2.48832766489213,3.40825382224776,1.20250527835101,-3.47240184755381,-0.61785734739959,2.77302348148181,-10.1168041035188,-0.97046348133836,5.29971242069876,-0.942747141806312,7.34714525652858,5.14154406901314,1.99528931431587,-1.29375903943011
"cell123_1",15.7262944579864,10.0179958387774,-23.0809612799155,11.95643078659,5.95917831794279,-6.46394639363923,-6.22025346095858,-1.0943870892602,-1.12384373960243,0.47273967449044,0.790189203189665,-2.88454031136271,1.55527718363208,3.49333012342255,-0.262805705300769,-0.815864659584241,-1.41081037691314,-1.86437096023767,2.10390288071379,0.889109462272862,-0.381088761513556,1.17033420080077,-2.53499698104533,0.530533369224959,-2.65376950309457,2.97491542767948,3.75097253251186,2.50083852609781,1.69790775908774,-0.640689663413506
"cell124_1",-4.0158144281808,-2.61319572125987,-11.8948371281308,10.77332590098,5.28660533573893,9.60425745734728,9.08346486230169,7.47958981090672,1.41486334874405,3.02269592955514,-2.63274866195306,-5.83839475906225,6.20510219246051,1.35093282950179,1.04153221921408,2.13780342324717,0.275225950648043,0.049879896089286,0.0951449349084667,7.15946677491017,-1.2283409818317,0.185139132284923,-0.952551424192522,2.81389183815391,0.0198781383223842,1.30587327174263,-2.1380534618938,-0.588166638144728,-1.50538746615664,1.08007729900726
"cell125_1",19.9362486351511,-5.02839920778351,12.4216060945022,1.5386407115874,-2.13896790605973,-1.59344700765808,4.03781916240433,-0.577655133827885,0.57620182939521,-1.04006656859911,-0.245691261466913,1.71525120496021,-0.800845109174687,0.521076885110931,3.51460337155697,3.13071707651145,-2.31148327900131,-0.258423906695434,-3.28236342673094,0.218984069800728,3.38918053115252,-2.0527590773409,-0.579376240863124,1.00156787749097,-0.909736766525387,-2.05569830775821,1.25098254514527,-1.74819559001123,2.21165792624873,-0.229693847651282
"cell126_1",19.0939232881645,5.73865462767954,9.887591148323,1.52041000308583,0.319548064796635,2.23205878946038,4.20332370500571,2.58210834037291,-4.13077898712166,3.91288326354285,-7.12330504433824,2.63400421959022,-1.81315605321111,-0.712937767595841,0.516415516158473,0.327435593132085,-0.00430417868143198,3.14119845061021,-3.96153209207351,-1.32247846818327,-2.67420807436628,1.60813224134275,0.736917366065939,-1.22279851721685,-0.0748064060381033,-0.964295223636471,-0.221660200270768,-2.00419379446694,1.70120160435833,0.0360885335190871
"cell127_1",19.9107940834543,8.33363786311088,14.1549475592846,-2.22940603447335,-3.86211589169504,-1.65896109888971,-2.30200702524443,-1.57374443503824,-1.48049268969933,8.79753842747197,8.47878625187115,2.6386519728798,-3.74040866592786,-4.5209754233248,1.94432714382009,-5.58550004452171,-1.23652671726336,-1.43789286735196,2.06959147028417,1.27581192675946,-3.06508440554152,0.389250483967498,-3.51002225989401,-2.24554278988267,4.56232884137585,-0.412547155208849,0.459344142223978,-1.26867499638463,-1.99351793031168,3.36006213032482
"cell128_1",-21.2617076683352,12.449861452915,6.31646931998751,4.92597236890794,2.08889309774232,-8.26065140604671,-2.7305249987877,0.0681726333435347,7.4583462481857,2.20271875304635,-4.46397502654351,-4.53383348017553,2.67360979331574,-1.76502527511751,-3.55908659361057,1.81571581772652,-2.34398945313524,0.569703862846092,0.581969614571359,2.79423477779108,0.853998457996315,3.19613705368943,3.62770377426138,-0.8561963690821,-0.126034132844191,1.2207528971665,1.70469082954612,-1.95763082222352,2.24154428886003,-1.34067856253836
"cell129_1",-21.4282751102398,10.2479780210792,8.3349230198789,5.3292360954042,0.141227873024668,-9.07547549595395,1.84419257796452,1.50214878046293,2.77816567162407,-2.79300280693673,-2.43392723695829,-3.32027212694293,-0.67701591500687,2.34862623456089,2.34855283354201,-1.25774946712818,-3.01954926915824,-0.532078433234792,-0.696642676506546,0.619944441006729,-2.05060725995945,-2.50909045661724,-0.96129684733011,-3.58995523134814,-3.69015054256445,2.36845178096356,0.819469763907271,-2.23954350362136,-0.69379761358943,-0.132377736551555
"cell130_1",-2.72900132401405,5.51692520071531,-10.9507066288712,9.47805517223058,1.17270701697248,-2.08230083869649,8.36674198004541,10.5663917020178,1.07889603249467,-6.55270627201279,2.77969523181157,1.31314720941991,3.59221595662826,-5.0750376225374,-3.86392219354675,-3.07829133227086,-3.18348518074164,1.38575573546134,0.919581507110839,6.77813317959986,0.533640240627756,1.95210933378707,-0.840914555539381,-0.607715279910805,-0.347208045107456,1.89300595698963,-2.77625442144873,0.532905339663415,-0.274542772038307,0.460780087495353
"cell131_1",16.9373032662227,6.78710992693387,8.82861807354181,0.801720219712376,-1.66025502573088,-1.0591272044406,1.02220891969266,4.42240692900329,-1.39134277615112,-0.773399965467557,-4.92767671052441,-2.7691863642347,-0.377700480879059,-3.2137631782657,-0.47916132835615,-1.3367909935738,1.41494699622256,5.76850839214639,-0.35261319304553,-3.00156818776165,-0.849859303861184,-0.450416453823403,-2.10018229145313,2.29984278200891,2.30966864358332,1.22331677367995,-4.30258806878637,3.15557295867415,3.44601519942546,-1.06359128221906
"cell132_1",3.01010390795066,-4.57909977300017,-15.0454303519733,8.95624222378262,3.22020436951604,1.75330259121654,5.75460283992225,3.96440014059252,2.39390936634816,-2.25852413609143,-3.74704387647984,0.0439445708722419,4.67151453746405,3.94445456805151,-0.621126138145197,0.697377480270774,-0.0919254595860819,-0.180528300434705,-2.02407152508536,-1.56487155800956,1.4107383514013,-0.683834838089276,-2.67276545342505,-0.0703265041694368,-3.74382187809651,1.05622743276543,2.85111162291415,0.861864076918911,-0.12535660998155,1.49340532807432
"cell133_1",-30.3801454371459,-16.0726149150943,1.99114600857316,7.21305552680471,-5.92313053668533,1.54402887268619,5.11208703310707,9.53357964448809,-5.10346091934112,10.6188006016,3.47987241880689,-2.09077006960906,-1.33447666940835,-1.65821948883783,1.70123698988301,-2.26678395539668,-2.8558271474614,-0.991940726961349,0.787772764683752,-0.0853140831975123,-1.58177994476422,-0.296052031127455,0.230159810101399,-1.28132882160652,0.472166211874603,-0.17006760151603,1.506321071996,-0.0262167690821007,-1.04611862656048,-0.785269707659148
"cell134_1",-17.1942813670078,-4.39665244413673,5.32731297832907,1.40914954903163,1.64663515860538,5.49207610505624,7.05231342849022,-1.69792871191083,-3.47792780556877,0.161904029560788,-0.555070127013934,-2.59659776176678,0.382451056545427,0.814925321776594,-0.110045111573297,0.901401020969921,0.233533446259287,1.97469423216687,-2.9341213544339,4.05955058452018,0.12421989204532,-0.27403591958815,2.73047388862334,-0.77933650396088,-0.211533399955511,-0.508433673547003,-0.216468751381409,-1.8680796825163,0.421159247977879,0.132593741261967
"cell135_1",-15.9546790395181,9.83044232393335,7.56747036828915,4.18066168855624,-1.18243113354187,-8.81515746612242,-4.32378136009766,-1.53015248189709,5.32731189212187,0.845315406190149,-2.3688102469336,-1.8434813623331,-0.142367562193159,0.516326405455388,-7.37735878408345,2.39426109501126,-0.685632508924772,-0.897662060613513,-0.0214245796180136,0.15196994961697,1.16443755633731,1.72422550424337,1.23048906923589,1.23302799801988,-0.649561364639218,-0.665962886676818,0.76005852243263,-1.9324259110657,0.991858357735142,-0.804342889165351
"cell136_1",-18.2881315471097,-29.7995239838301,1.78897263575174,6.81170461118461,-7.70519514613988,-0.35507158199235,-1.03910346702873,8.11240238302263,-4.61420782948268,7.35425425609256,-0.852176726141977,-1.02733660042404,-3.28063682092418,-1.3108325778059,0.108905710528236,-0.953802580035281,-0.243604891674712,-0.732894341871693,-0.0772034236729997,1.6142998444634,0.784403275713409,-0.204585589194892,3.84041673405411,-1.19245252773622,-0.426298467260264,-2.07435272748027,1.9913407728797,0.386693227195837,-2.6133738365987,0.0950283709058723
